views,contacts,last_7_views,last_3_views,last_7_contacts,last_3_contacts,live_days,max_messages_events,messages_events,messages_users,avg_contacts_delta,max_contacts_delta,min_contacts_delta,mumur_advertid,AB_test_group,is_selling_3
439,11,439,124,11,0,8,2,12,10,0.0,0,0,3094190434,0,1
824,25,824,647,25,26,5,2,5,4,-1.17,4,-8,3711104764,1,1
4493,30,1491,1143,21,18,33,9,47,28,0.0,0,0,2874047527,1,0
1061,9,420,101,2,0,15,2,5,3,0.0,0,0,423624161,0,1
692,13,394,175,8,6,14,5,28,23,0.0,4,-4,831367581,1,0
1779,31,754,229,7,5,15,3,21,16,0.0,0,0,4067162744,1,0
3010,67,1093,182,27,6,11,4,39,26,0.0,0,0,4103340640,0,1
1146,65,439,164,15,7,14,4,40,28,0.0,0,0,423089747,0,1
222,23,222,72,23,5,8,2,7,6,-0.33,1,-1,2415831117,0,0
152,0,89,32,0,1,11,0,0,0,0.0,0,0,3944054294,1,0
152,0,89,32,0,1,11,0,0,0,0.0,0,0,1951396598,1,0
5049,102,1665,1147,34,20,30,4,100,83,0.0,0,0,4014451624,0,1
304,4,32,19,1,0,37,2,4,3,0.0,1,-1,2015653340,0,0
329,10,329,109,10,5,7,3,10,8,0.0,2,-2,1590716908,1,0
100,2,100,23,2,3,8,0,0,0,0.0,2,-2,89033525,1,0
512,0,512,512,0,0,4,1,1,1,0.0,0,0,3461794126,0,1
2612,149,2612,1827,149,103,6,11,82,56,0.0,0,0,3622204099,0,1
781,16,781,473,16,9,7,1,6,6,-0.5,0,-2,1247515083,0,1
1780,14,334,84,2,2,24,4,27,19,0.0,1,-1,2870056516,1,0
105,2,105,51,2,2,8,0,0,0,0.0,1,-1,2732433913,0,0
386,7,150,150,1,2,12,3,12,8,0.83,6,-6,1676291021,1,0
1141,30,1141,339,30,17,8,2,15,12,-0.5,5,-7,1751314522,1,0
156,1,156,156,1,1,2,1,3,3,0.0,1,-1,1991943281,0,0
145,6,145,63,6,5,8,0,0,0,0.0,3,-2,3182984862,1,0
156,2,41,40,0,0,9,0,0,0,-0.17,0,-1,1609881491,0,1
544,12,544,171,12,4,8,5,11,7,0.0,3,-3,4102237098,0,0
129,8,129,129,8,9,2,4,8,5,0.0,0,0,1392812599,1,0
44,0,44,44,0,1,1,3,27,22,0.0,2,-1,3612205892,1,0
292,0,118,34,0,0,16,1,3,3,0.0,0,0,2763180174,0,0
500,20,500,500,20,20,2,4,14,10,0.0,0,0,805358740,0,1
265,3,265,45,3,1,8,1,1,1,-0.17,1,-1,786372208,0,1
949,13,949,196,13,5,8,3,9,6,-0.33,2,-3,1087582657,1,0
506,35,506,506,35,36,3,3,19,14,0.0,0,0,2672840562,1,0
923,11,923,625,11,8,5,3,18,14,0.0,0,0,2893119274,0,0
346,6,346,112,6,1,8,3,9,6,-0.17,1,-2,1819013013,1,1
58,1,58,58,1,1,1,3,8,5,0.0,1,-1,4032657653,0,0
9874,122,2342,1519,74,49,24,11,117,82,0.0,0,0,2695072059,0,1
1061,9,420,101,2,0,15,2,5,3,0.0,0,0,1090748047,0,1
285,4,108,53,2,2,16,1,2,2,0.0,2,-2,3564599759,0,0
1932,26,362,234,4,5,16,2,22,17,0.0,0,0,2539120262,1,1
273,5,273,218,5,6,5,2,6,4,0.17,4,-3,3255378853,1,0
236,2,65,27,0,1,17,0,0,0,0.0,0,0,829489413,1,0
1124,36,364,76,23,6,18,4,31,21,-1.5,6,-6,3680903115,0,0
582,14,582,121,14,6,8,2,3,2,0.0,4,-2,3456742349,0,0
656,10,656,148,10,4,8,1,4,4,0.0,2,-2,2258728145,1,0
1014,28,714,392,23,13,12,3,76,51,0.0,0,0,1356061527,0,1
1676,14,655,269,5,2,23,2,15,14,0.0,0,0,560878749,0,0
312,10,312,99,10,6,8,2,9,8,-0.33,1,-2,869752778,1,0
571,4,571,190,4,1,8,1,2,2,-0.5,0,-3,3911465480,1,0
1113,24,1113,511,24,6,8,3,16,13,0.0,0,0,4236067661,0,1
167,5,81,25,1,0,14,2,3,2,0.0,0,0,1879040677,0,0
152,0,89,32,0,1,11,0,0,0,0.0,0,0,2713607448,1,0
770,6,749,316,6,3,9,3,57,49,0.5,7,-4,1073629980,0,0
161,5,161,161,5,6,1,2,4,3,0.0,5,-5,806742980,1,1
115,1,115,26,1,0,8,1,2,2,0.0,0,0,1784437599,0,1
88,2,88,16,2,1,8,1,2,2,0.0,0,0,1504963464,1,1
1288,10,217,59,4,0,24,3,8,6,0.0,1,-1,4153379961,0,0
337,28,322,129,27,14,4,2,7,5,-0.5,7,-10,706748126,1,1
782,18,538,284,13,9,9,3,4,2,0.0,0,0,1957079107,1,1
170,8,170,26,8,1,8,1,3,3,-0.5,1,-3,3929926616,1,0
372,35,372,116,35,13,8,2,9,7,-0.33,4,-6,3815806204,0,0
1221,6,691,115,6,3,9,1,6,6,-0.17,2,-2,2918393707,1,0
4793,57,1397,713,23,13,41,4,39,30,0.0,0,0,3794263891,0,1
170,8,170,26,8,1,8,1,3,3,-0.5,1,-3,347271406,1,0
32,0,32,32,0,0,2,1,1,1,0.0,0,0,2831849073,0,0
395,1,395,103,1,2,8,1,2,2,0.0,1,-1,263004288,1,0
158,6,158,158,6,7,2,2,4,3,0.0,6,-6,332718046,1,1
346,6,346,183,6,3,8,1,4,4,0.0,0,0,1222475708,0,1
491,18,103,27,5,1,27,3,16,9,-0.17,0,-1,3177460761,0,0
504,7,504,504,7,7,2,1,4,4,0.0,3,-4,3527045049,0,1
367,1,367,85,1,1,8,1,3,3,0.0,0,0,2990203189,1,0
302,14,302,302,14,14,1,3,13,9,0.0,0,0,2309918346,0,0
367,10,367,140,10,11,8,2,5,4,0.0,2,-2,2187943691,1,0
6318,88,1671,805,20,8,31,3,58,46,0.0,0,0,2098657006,0,0
291,5,291,291,5,6,4,2,5,4,0.0,2,-2,2537835283,1,0
137,8,137,57,8,8,8,1,1,1,0.0,3,-3,3582664848,1,0
2762,32,1025,211,14,7,18,6,50,37,-0.17,2,-4,679224216,1,0
35,4,35,35,4,4,3,1,1,1,0.0,2,-2,596439619,0,1
3071,61,3071,1450,61,30,8,3,45,34,0.0,0,0,3357590537,1,1
313,9,313,113,9,4,8,1,6,6,0.0,2,-1,4157405749,1,0
637,5,213,75,2,1,22,1,8,8,0.0,1,-1,3095158970,1,1
503,5,120,52,3,4,32,3,10,8,0.0,3,-3,3446609020,1,0
3966,55,566,382,11,5,42,3,33,25,0.0,0,0,1584741329,0,1
482,9,216,35,6,5,15,2,11,10,0.0,2,-2,1385799742,0,0
441,6,441,441,6,6,3,3,9,6,0.0,3,-3,236650587,0,1
1759,16,370,98,1,1,31,2,14,12,0.0,0,0,2611213567,1,1
426,14,426,426,14,15,2,3,11,8,0.67,10,-6,783184917,1,1
1768,8,480,185,0,0,23,2,8,7,0.0,0,0,38616008,0,0
351,5,351,96,5,0,8,1,5,5,-0.17,0,-1,688044961,0,0
855,16,855,761,16,15,5,5,21,14,-0.67,1,-5,1457410744,1,0
1427,32,373,61,5,4,23,5,23,15,0.0,2,-2,3686903890,1,0
739,21,39,22,4,4,30,2,13,11,0.0,1,-1,2582791099,1,0
383,9,383,383,9,9,2,5,15,9,-1.5,0,-9,2612568688,0,0
923,42,440,221,25,13,11,3,24,17,-0.17,0,-1,3529582838,0,0
781,36,781,616,36,33,5,2,5,4,0.0,0,0,4160002285,1,1
397,7,397,146,7,3,8,3,7,5,0.0,3,-3,1259808393,0,0
564,15,158,76,0,0,24,1,4,4,0.0,0,0,544379926,0,0
83,16,83,83,16,17,3,1,2,2,0.0,8,-4,279074150,1,0
166,1,166,54,1,1,7,0,0,0,0.0,0,0,1258297496,1,0
390,5,390,115,5,3,8,3,16,14,-0.5,1,-2,655123006,1,0
330,12,330,330,12,13,2,2,11,10,0.0,0,0,1853400007,1,0
80,4,80,80,4,5,1,0,0,0,0.0,4,-4,1187354690,1,1
152,0,152,42,0,0,8,0,0,0,0.0,0,0,3513844295,0,1
696,5,696,696,5,6,3,1,10,10,0.0,2,-3,917759840,1,1
646,15,228,102,3,1,15,3,7,5,0.0,0,0,1932388782,0,1
1522,43,102,30,6,6,25,3,16,10,-0.5,0,-2,527521665,1,0
395,1,395,103,1,1,8,1,2,2,0.0,1,-1,1339136918,0,0
112,0,112,38,0,1,8,1,2,2,0.0,0,0,3242302959,1,0
152,13,152,48,13,10,7,2,7,6,0.17,3,-5,3036055993,0,0
2373,48,2373,2373,48,48,4,2,35,27,0.0,0,0,584809255,0,1
342,4,342,342,4,5,2,2,4,3,0.17,3,-2,4068933067,1,0
4320,38,789,227,10,3,29,3,28,24,-0.17,0,-1,2681653771,0,0
2528,31,664,615,15,12,16,5,30,23,0.0,0,0,346886757,0,0
1222,11,265,77,3,3,24,2,11,9,0.0,1,-1,2946052793,1,0
397,7,397,146,7,4,8,3,7,5,0.0,3,-3,498826736,1,0
384,3,104,28,0,1,20,1,5,5,0.0,0,0,701537211,1,0
1629,10,479,144,2,1,14,3,23,19,-0.17,0,-1,4054256193,1,0
112,0,112,38,0,0,8,1,2,2,0.0,0,0,1156873934,0,0
159,2,159,42,2,1,8,1,1,1,0.0,2,-2,1583853375,1,0
2040,20,252,87,6,5,27,2,14,12,0.0,0,0,3740724064,1,1
312,3,312,60,3,0,8,1,6,6,-0.33,0,-2,3701733318,0,0
397,7,397,146,7,3,8,3,7,5,0.0,3,-3,3827432199,0,0
421,3,421,97,3,1,8,0,0,0,-0.17,0,-1,214086142,1,1
213,3,213,213,3,4,4,1,2,2,0.0,2,-1,2548462615,1,1
213,1,213,48,1,1,8,1,2,2,0.0,0,0,1543940718,0,0
1516,51,695,578,18,13,18,3,11,9,0.0,0,0,4281538464,0,1
379,12,269,80,12,1,11,3,13,10,0.0,0,0,988241136,1,0
397,7,397,397,7,7,2,2,3,2,0.0,0,0,2541104244,0,0
82,0,82,27,0,1,8,1,1,1,0.0,0,0,1733858668,1,0
346,6,346,112,6,1,8,3,9,6,-0.17,1,-2,4177290752,1,1
256,9,256,256,9,9,3,2,6,4,0.0,8,-7,3222558347,0,1
276,8,276,79,8,3,8,1,1,1,0.0,2,-2,4100807377,1,0
390,10,305,171,8,7,10,3,8,6,0.0,0,0,2506613310,0,1
1166,6,158,43,0,1,37,1,3,3,0.0,0,0,762099129,1,0
2188,16,237,82,3,0,30,8,37,24,-0.17,0,-1,3463096059,0,0
332,36,108,49,14,10,22,7,18,10,0.0,4,-3,2349839168,1,0
1324,30,548,239,14,8,18,4,25,17,0.0,0,0,3584939528,0,1
581,36,581,390,36,17,7,5,26,16,0.0,0,0,2606423324,1,1
390,5,390,115,5,3,8,3,16,14,-0.5,1,-2,1978095415,1,0
3328,88,1464,1462,41,42,21,4,69,49,0.0,0,0,2656203875,1,1
147,2,147,48,2,2,8,1,1,1,-0.17,1,-1,1992240906,1,0
663,5,663,410,5,2,7,2,5,3,0.0,0,0,1938847644,0,1
259,6,243,37,6,0,9,1,1,1,0.0,0,0,1364336486,0,1
107,1,107,107,1,1,3,0,0,0,0.0,1,-1,2674972339,0,1
662,10,662,107,10,2,8,1,8,8,-0.67,1,-5,3917474203,0,0
2379,16,1034,537,4,3,17,3,31,25,0.0,1,-1,1640706013,1,0
160,6,160,37,6,3,8,2,8,7,0.0,1,-1,1763658092,1,0
934,30,934,499,30,14,6,3,16,12,0.0,0,0,539562544,1,0
257,6,257,83,6,3,7,3,9,6,-0.17,1,-2,4174455005,0,0
54,1,54,21,1,1,8,0,0,0,0.0,0,0,3802523790,1,0
54,1,54,21,1,1,8,0,0,0,0.0,0,0,1095552198,1,1
422,6,198,66,3,1,10,3,17,13,0.0,0,0,4179266735,0,0
85,10,85,85,10,11,1,2,3,2,0.0,0,0,4273485365,1,1
825,10,825,825,10,11,3,2,6,5,0.0,5,-2,142869219,1,0
163,1,163,50,1,1,8,1,1,1,-0.17,0,-1,611377014,1,0
1676,14,655,269,5,3,23,2,15,14,0.0,0,0,1898740433,1,0
148,5,54,19,0,0,24,3,23,18,0.0,1,-1,3585970130,0,0
116,4,116,58,4,3,5,8,11,4,0.0,2,-2,3114588498,1,1
80,4,80,80,4,5,1,0,0,0,0.0,4,-4,365225986,1,1
210,12,210,210,12,12,1,1,5,5,0.0,12,-12,537260644,0,1
1064,55,307,104,17,8,21,8,45,27,0.0,0,0,2514699970,1,1
845,8,845,348,8,2,8,2,20,17,0.0,0,0,982012126,0,0
115,1,115,26,1,0,8,1,2,2,0.0,0,0,3489016389,0,1
909,17,909,244,17,5,8,1,6,6,-0.67,1,-4,2998215616,1,0
657,13,657,167,13,4,8,2,17,14,-0.17,0,-1,424722528,0,0
17,1,17,7,1,1,8,0,0,0,0.0,1,-1,118748216,0,0
1222,11,265,77,3,2,24,2,11,9,0.0,1,-1,3077931995,0,0
1936,46,206,55,11,1,29,1,19,19,0.0,0,0,2708553492,0,0
237,13,237,237,13,13,3,1,1,1,0.0,4,-8,2903050700,0,1
31,0,31,3,0,1,8,3,4,2,0.0,0,0,3613380811,1,0
71,1,71,10,1,1,8,1,1,1,0.0,1,-1,903255971,1,1
499,0,496,199,0,1,8,3,23,16,0.0,1,-1,1439254458,1,0
255,5,255,82,5,2,8,2,5,4,-0.17,1,-1,3306819839,0,0
569,33,569,569,33,34,4,11,26,11,-1.67,0,-10,1670402685,1,1
40,8,40,9,8,1,8,2,4,3,0.0,5,-4,2209458673,1,0
61,3,61,19,3,0,8,0,0,0,0.0,0,0,2959201395,0,0
283,2,283,104,2,1,8,1,2,2,0.0,1,-1,2211909181,0,0
1110,14,1110,702,14,9,8,4,17,12,0.0,0,0,150115157,0,0
158,1,158,41,1,0,8,2,3,2,0.0,0,0,1226368916,0,0
237,11,237,237,11,12,3,3,13,9,0.0,9,-7,3845288991,1,0
593,17,359,200,13,9,12,1,5,5,0.0,0,0,2010864845,1,0
1075,8,64,17,4,4,24,2,2,1,0.0,4,-4,3676693187,0,0
262,28,62,6,9,2,24,3,20,16,0.0,2,-4,1619801380,1,0
177,4,177,106,4,3,5,1,2,2,-0.17,1,-2,420305701,0,0
3855,125,1678,955,44,35,15,3,88,76,0.0,0,0,1093984790,1,1
188,10,188,188,10,10,1,2,5,4,0.0,0,0,208255682,0,1
544,12,544,171,12,5,8,5,11,7,0.0,3,-3,1694658672,1,0
121,4,32,4,2,1,16,4,6,3,0.0,2,-2,3429524147,1,0
1413,16,232,42,1,0,21,3,12,8,0.0,0,0,675173391,0,0
216,2,94,27,2,2,12,1,2,2,0.33,2,0,2170312960,0,0
581,36,581,390,36,16,7,5,26,16,0.0,0,0,3682471597,0,1
17,1,17,7,1,2,8,0,0,0,0.0,1,-1,231524791,1,0
1444,33,1043,429,18,4,17,3,26,21,-0.67,0,-4,2843099553,0,1
284,8,284,78,8,6,8,1,2,2,0.17,5,-4,3811525424,1,1
518,2,331,82,2,1,11,1,1,1,0.0,1,-1,681924945,0,0
264,11,264,163,11,11,6,1,3,3,0.0,3,-3,3686704795,0,1
1654,40,326,176,13,8,34,2,28,26,-0.5,1,-4,2363217069,0,1
11,0,11,2,0,1,7,0,0,0,0.0,0,0,406908520,1,0
204,3,204,42,3,2,8,1,1,1,0.0,1,-1,1370050712,1,0
536,2,536,127,2,0,8,0,0,0,-0.17,0,-1,427087003,0,0
291,6,143,42,6,5,9,2,2,1,0.0,4,-4,3964019370,0,0
147,4,147,147,4,5,2,1,1,1,-0.33,0,-2,3565867234,1,1
934,30,934,499,30,13,6,3,16,12,0.0,0,0,3936092467,0,0
934,32,663,346,27,22,11,2,8,6,-0.5,4,-6,2832597026,1,1
256,8,256,31,8,3,8,3,6,3,0.0,1,-2,2713358710,0,0
506,35,506,506,35,35,3,3,19,14,0.0,0,0,3779533562,0,0
291,11,291,291,11,11,4,2,7,6,0.33,7,-6,3064097770,0,1
397,7,397,397,7,8,2,2,3,2,0.0,0,0,3139923564,1,0
100,7,100,51,7,6,8,1,8,8,0.0,2,-1,1949242875,1,0
282,4,282,81,4,2,8,2,3,2,0.0,2,-1,3176454706,1,0
671,7,671,671,7,8,2,2,5,4,-1.17,0,-7,2957969299,1,1
225,6,225,77,6,4,8,0,0,0,0.0,4,-4,1108897568,0,0
570,25,570,570,25,26,2,1,7,7,0.0,0,0,2058564708,1,0
50,0,50,8,0,0,8,0,0,0,0.0,0,0,562972358,0,0
351,5,351,96,5,1,8,1,5,5,-0.17,0,-1,2997092123,1,0
58,1,58,58,1,2,1,3,8,5,0.0,1,-1,626889549,1,0
84,4,84,84,4,5,4,1,3,3,0.0,2,-2,4138064008,1,0
2148,35,878,109,7,1,28,2,25,20,-0.33,0,-2,2989359006,1,0
781,16,781,473,16,10,7,1,6,6,-0.5,0,-2,3955906857,1,1
1934,94,922,638,30,18,17,3,29,24,0.0,0,0,3599735846,0,1
180,1,180,146,1,1,5,1,1,1,0.0,1,-1,2818110065,0,0
171,4,171,35,4,3,8,0,0,0,0.0,1,-1,2329346423,1,0
1688,12,1059,497,8,7,12,4,14,10,0.0,4,-3,2239324473,1,1
613,13,613,323,13,11,8,3,16,12,0.5,4,-3,1338108837,1,1
495,21,495,388,21,9,6,2,14,11,0.0,0,0,128474689,0,1
502,7,367,105,6,2,9,1,6,6,0.0,2,-2,3665835071,0,0
3275,167,165,43,26,8,36,3,96,77,0.0,1,-1,4137989897,1,0
1388,24,623,241,7,2,16,4,37,26,0.0,0,0,1758863516,1,0
292,0,118,34,0,0,16,1,3,3,0.0,0,0,930742140,0,0
260,7,260,56,7,1,8,2,4,3,0.0,1,-1,3793695268,0,0
553,4,146,47,0,0,28,1,7,7,0.0,0,0,1408470722,0,0
258,13,258,103,13,8,8,1,10,10,0.0,3,-4,3867178755,1,0
923,50,558,248,34,21,12,3,27,23,0.0,0,0,3557882958,1,1
721,3,126,23,0,0,18,1,5,5,0.0,0,0,3523887562,0,0
1203,3,437,95,1,1,11,1,4,4,0.0,0,0,1690458911,1,0
207,14,207,207,14,15,2,3,13,9,-1.5,0,-9,3224108007,1,1
1629,10,479,144,2,1,14,3,23,19,-0.17,0,-1,402108679,1,0
152,13,152,48,13,10,7,2,7,6,0.17,3,-5,1835455564,0,0
107,5,107,107,5,6,1,1,1,1,0.0,5,-5,1428944299,1,1
559,14,78,24,0,0,26,2,8,7,-0.17,0,-1,966458790,0,0
348,18,189,38,15,4,15,2,6,4,0.0,2,-1,2484725236,1,0
463,10,106,45,7,6,31,1,7,7,0.0,5,-5,363360764,1,0
3390,27,1793,586,15,9,16,8,24,16,0.0,0,0,2795830941,1,1
169,0,169,46,0,1,8,3,4,2,0.0,0,0,3163112522,1,1
766,3,766,222,3,1,8,2,15,12,0.0,1,-1,1876455827,0,0
1325,17,1325,477,17,5,8,2,7,6,-0.33,0,-2,1966870594,0,0
196,6,196,84,6,6,8,2,5,4,-0.17,2,-2,2353577145,1,0
38,2,38,38,2,2,2,0,0,0,0.0,2,-2,2137165222,0,1
809,8,809,231,8,6,8,0,0,0,0.0,1,-2,1673223017,1,0
3406,7,834,253,2,2,25,2,22,16,0.0,0,0,627152917,1,0
554,9,554,183,9,3,8,6,28,19,0.0,0,0,1020840630,1,0
395,1,395,103,1,1,8,1,2,2,0.0,1,-1,4065102175,0,0
2762,50,414,412,14,14,15,2,24,22,0.0,0,0,3148630409,0,1
138,4,138,24,4,3,8,4,12,7,0.0,2,-2,3098071857,1,0
373,16,373,151,16,10,6,3,4,2,-0.33,3,-5,180472771,1,1
2091,55,1573,1272,39,27,10,4,28,20,0.0,0,0,350269133,1,1
3333,27,243,33,1,1,23,3,31,23,0.0,1,-1,2677607023,1,0
84,4,84,84,4,5,4,1,3,3,0.0,2,-2,2662248153,1,0
1606,11,516,197,7,4,18,2,14,12,0.0,2,-1,3534689859,0,0
2762,50,414,412,14,15,15,2,24,22,0.0,0,0,338889212,1,1
342,14,342,114,14,3,8,2,3,2,0.0,0,0,2108219010,1,1
2984,24,495,151,5,5,32,2,16,15,0.0,2,-2,2776203738,1,0
1311,11,1311,273,11,5,8,2,20,18,0.0,0,0,4292568688,1,1
166,1,166,54,1,1,7,0,0,0,0.0,0,0,2499313860,1,0
581,18,581,181,18,9,8,2,10,8,0.0,0,0,2380678920,1,1
225,6,225,77,6,4,8,0,0,0,0.0,4,-4,1887143831,0,0
571,32,420,67,28,11,9,4,9,6,-0.67,0,-2,991407842,1,0
1963,66,503,209,24,4,23,4,80,60,0.0,0,0,3437002857,0,1
173,11,173,57,11,1,8,1,1,1,0.0,1,-1,2595603004,0,0
646,41,202,47,17,3,23,4,27,20,0.0,0,0,1960760148,0,0
1432,86,317,61,15,1,39,3,45,34,0.0,0,0,3027855808,0,0
559,16,242,67,10,7,15,5,28,19,0.0,1,-1,1083721297,1,0
349,9,154,54,4,2,15,1,3,3,0.0,1,-1,2204323773,1,0
169,0,169,46,0,1,8,3,4,2,0.0,0,0,194350942,1,1
53,5,53,53,5,5,1,0,0,0,0.0,5,-5,2206444234,0,1
74,0,31,6,0,0,15,1,1,1,0.0,0,0,1368392972,0,0
349,9,154,54,4,1,15,1,3,3,0.0,1,-1,784794358,0,0
1617,14,445,151,8,3,23,3,39,30,0.0,0,0,1514631358,0,0
291,5,291,291,5,5,4,2,5,4,0.0,2,-2,3456327432,0,0
365,4,365,142,4,1,8,3,14,9,0.0,0,0,2573573326,0,0
86,3,86,21,3,3,8,4,6,3,0.0,2,-2,3890349826,1,0
163,3,163,90,3,3,5,6,11,4,0.33,2,-1,1438951028,1,1
274,3,274,25,3,1,8,1,2,2,-0.33,1,-2,2723732872,0,1
730,9,223,63,4,1,22,1,8,8,0.0,1,-1,1282469530,0,0
152,0,89,32,0,1,11,0,0,0,0.0,0,0,2679786623,1,0
118,3,118,40,3,3,8,0,0,0,0.17,1,-1,3837661460,1,0
1324,30,548,239,14,9,18,4,25,17,0.0,0,0,1881422787,1,1
976,8,65,20,2,0,24,1,8,8,-0.33,0,-2,2835554806,0,0
27,0,27,27,0,1,2,1,1,1,0.0,0,0,1603127652,1,1
74,0,74,6,0,0,8,1,1,1,0.0,0,0,422101566,0,0
1685,29,332,112,5,1,32,3,11,7,0.0,1,-1,675774361,1,0
397,7,397,397,7,8,2,2,3,2,0.0,0,0,924683594,1,0
66,4,66,4,4,1,8,0,0,0,0.17,2,-2,3014895574,0,0
274,3,274,25,3,2,8,1,2,2,-0.33,1,-2,3130239863,1,1
200,1,200,35,1,0,8,1,3,3,0.0,0,0,2728756141,0,0
482,9,216,35,6,6,15,2,11,10,0.0,2,-2,2650093716,1,0
7722,121,1233,223,39,5,29,4,78,50,0.0,0,0,226547859,1,1
425,8,138,47,1,2,22,4,11,7,0.0,0,0,2302770201,1,1
372,3,372,55,3,0,8,1,2,2,0.0,0,0,1826853506,0,1
205,17,205,205,17,18,2,1,2,2,0.0,0,0,1080249055,1,1
1936,46,206,55,11,1,29,1,19,19,0.0,0,0,1345690726,0,0
530,10,530,221,10,5,8,3,25,19,-0.17,0,-1,270429929,0,0
222,8,222,110,8,4,8,1,2,2,0.0,2,-1,640678182,1,0
598,17,156,30,4,1,14,6,10,4,0.0,1,-1,4207528515,0,0
200,6,200,39,6,2,8,1,4,4,-0.17,0,-1,92284737,1,0
313,19,313,177,19,14,5,1,3,3,-1.0,2,-6,2540019265,1,1
151,1,151,35,1,1,8,0,0,0,0.0,1,-1,2773617691,1,0
708,1,214,68,0,0,16,2,3,2,0.0,0,0,2778179020,0,0
69,1,69,29,1,1,8,3,4,2,0.0,1,-1,397794896,0,0
83,4,83,22,4,1,8,0,0,0,0.0,0,0,420470774,1,0
3810,50,1834,546,19,3,14,4,74,54,0.0,0,0,1889130722,0,0
1618,12,227,55,0,0,41,3,14,10,0.0,1,-1,1907151478,0,0
172,9,172,39,9,5,8,2,4,3,0.0,2,-3,2587261592,1,0
985,14,379,67,7,4,14,3,19,17,-0.17,2,-3,1804234736,1,0
221,0,221,65,0,1,8,0,0,0,0.0,0,0,494480869,1,0
74,0,74,10,0,0,8,0,0,0,0.0,0,0,1511409486,0,0
240,1,240,240,1,2,3,2,4,3,0.0,1,-1,4211602534,1,1
13,2,13,13,2,2,1,1,1,1,0.0,2,-2,3990873534,0,1
155,3,155,155,3,3,4,2,11,10,-0.5,0,-3,932669277,0,0
1439,9,1439,1094,9,7,5,3,17,12,0.0,0,0,2941596523,1,1
29,1,11,6,0,1,24,0,0,0,0.0,0,0,4086415165,1,0
147,2,147,48,2,2,8,1,1,1,-0.17,1,-1,310683711,1,0
174,8,174,75,8,2,8,1,3,3,0.0,1,-1,1487659816,0,1
561,39,367,142,30,15,10,3,30,26,-0.5,5,-6,2757601153,0,1
4353,78,2129,907,43,3,16,4,72,51,-1.5,8,-9,1609910763,0,1
70,1,70,12,1,0,8,2,3,2,0.0,0,0,2150115641,0,0
3746,67,167,99,4,4,40,3,50,42,0.0,0,0,2718797271,1,1
570,25,570,570,25,26,2,1,7,7,0.0,0,0,3226426059,1,0
422,6,198,66,3,1,10,3,17,13,0.0,0,0,2834814653,0,0
2200,18,109,13,0,0,27,1,9,9,0.0,0,0,1451782729,0,1
175,1,175,43,1,1,8,1,2,2,0.0,0,0,1181827296,1,0
611,5,323,86,2,1,16,2,7,5,0.0,2,-2,1264596964,1,0
502,7,367,105,6,3,9,1,6,6,0.0,2,-2,449509192,1,0
40,4,40,40,4,5,4,0,0,0,0.0,4,-4,2748482155,1,1
611,21,296,252,11,10,34,3,14,12,-0.5,4,-3,2305324770,0,0
53,5,53,53,5,6,1,0,0,0,0.0,5,-5,10055142,1,1
662,10,662,107,10,3,8,1,8,8,-0.67,1,-5,2402502657,1,0
247,12,247,58,12,4,8,2,4,3,-0.5,2,-3,3173663209,0,0
155,7,155,155,7,8,1,2,6,5,0.0,7,-7,1314729111,1,1
116,1,75,24,1,1,10,0,0,0,0.0,0,0,477857283,1,0
262,28,62,6,9,2,24,3,20,16,0.0,2,-4,3935413162,1,0
1079,11,604,98,10,2,11,2,20,18,-0.17,0,-1,4039667633,0,0
259,2,259,86,2,1,8,1,2,2,0.0,0,0,1374688496,1,0
1226,20,41,6,2,1,29,2,14,13,0.0,0,0,2711689263,1,0
2188,16,237,82,3,0,30,8,37,24,-0.17,0,-1,2861797314,0,0
312,1,312,74,1,2,8,1,1,1,0.0,1,-1,2122951356,1,0
790,19,326,130,7,4,15,3,20,17,0.0,2,-3,3883762930,0,0
765,42,765,229,42,17,8,5,18,10,0.0,0,0,3536322570,0,1
990,24,449,135,15,5,16,5,23,17,0.0,0,0,3181485974,0,0
140,2,140,30,2,1,8,2,2,1,0.0,1,-1,3852547502,1,0
312,4,312,136,4,3,7,4,8,5,0.0,2,-2,3309148654,1,1
3109,53,312,97,5,4,29,3,18,13,0.0,0,0,1246821422,0,1
381,6,180,78,5,4,16,4,7,3,0.0,4,-4,3551723116,0,0
1685,29,332,112,5,0,32,3,11,7,0.0,1,-1,4267124373,0,0
2139,88,1328,222,66,13,9,5,50,29,0.0,0,0,2800076693,1,1
2312,14,2312,809,14,6,8,2,5,4,-0.83,4,-5,3723756564,0,0
260,7,260,56,7,1,8,2,4,3,0.0,1,-1,1179890156,0,0
353,3,276,83,2,0,11,2,9,8,0.17,3,-3,728271952,0,0
1029,3,248,141,0,0,28,2,9,8,0.0,0,0,2432723345,0,1
985,14,379,67,7,4,14,3,19,17,-0.17,2,-3,461831026,1,0
160,6,160,37,6,3,8,2,8,7,0.0,1,-1,2549092079,1,0
325,1,243,114,1,1,11,1,1,1,0.0,0,0,4017841203,1,0
206,7,206,27,7,3,8,2,4,3,-0.67,0,-3,2461441201,1,1
528,18,143,39,1,0,23,2,6,4,0.0,0,0,579562846,0,0
4105,56,757,223,10,2,39,3,19,17,0.0,0,0,3993681487,0,0
242,5,242,114,5,2,5,3,8,4,-0.67,1,-4,888714314,1,0
